科號,中文課名,英文課名,學分,上課時間,教室,教師,人限,總人數,備註欄,此課程已列入之系所班別,遠距課,授課語言,通識對象,通識分類,code,系所全名,院全名,課程字頭,課程屬性,學年期,第一二專長對應,學分學程對應,科目名稱 Course Name,授課教師 Teacher,修課人數 Enrollment,等級制,等級制.1,百分制,百分制.1
11110BMES500000,專題演講,Colloquium,0,W7W8,醫環120,"莊淳宇,朱麗安",,97,限碩博班各組,"醫環系111D必修,醫環系111DA必修,醫環系111DB必修,醫環系111M必修",,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,專題演講 Colloquium,"莊淳宇 CHUANG, CHUN-YU 朱麗安 CHU, LI-AN",97,3.93,0.01,87.93,0.84
11110BMES511101,書報討論(一)-分子生醫工程與材料,Seminar(I)：MolecularBiomedicalEngineeringandMaterials,1,W5,醫環101,莊淳宇,,29,限醫環系碩一甲(分子生醫工程與材料組)、丙(應用化學組)限醫環系碩士班1年級,醫環系111M必修,,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,書報討論(一)-分子生醫工程與材料 Seminar(I)：Molecular Biomedical Engineering and Materials,"莊淳宇 CHUANG, CHUN-YU",29,4.02,0.04,89.76,2.47
11110BMES511103,書報討論(一)-生醫影像工程,Seminar(I)：BiomedicalImagingEngineering,1,W5,醫環401,朱麗安,,12,限醫環系碩一乙(醫學物理與工程組)限醫環系碩士班1年級,醫環系111M必修,,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,書報討論(一)-生醫影像工程 Seminar(I)：Biomedical Imaging Engineering,"朱麗安 CHU, LI-AN",12,4.01,0.05,89.58,2.66
11110BMES512100,碩士班專題研究一,MSGraduateResearch(I),1,,,指導教授,,37,,醫環系111M必修,,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,碩士班專題研究一 MS Graduate Research (I),指導教授,37,4.13,0.26,,
11110BMES520100,分子生醫基礎,IntroductiontoMolecularBiomedicine,3,W2W3W4,醫環101,莊淳宇,,18,,醫環系111M選修,,英,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,分子生醫基礎 Introduction to Molecular Biomedicine,"莊淳宇 CHUANG, CHUN-YU",18,3.97,0.15,88.61,7.56
11110BMES520200,生醫感測器,BiomedicalSensors,3,M5M6M7,醫環101,劉耕谷,,26,,醫環系111M選修,,英,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,生醫感測器 Biomedical Sensors,"劉耕谷 LIU, KENG-KU",26,3.86,0.09,86.69,4.65
11110BMES523500,器官晶片與人工器官設計與應用,DesignandApplicationofOrganonaChipandBioartificialOrgan,3,T5T6T7,醫環501,李亦淇,,36,,醫環系111M選修,,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,器官晶片與人工器官設計與應用 Design and Application of Organ on a Chip and Bioartificial Organ,"李亦淇 LEE, I-CHI",36,3.76,0.1,85.08,5.36
11110BMES529100,生醫耦合化學,BioconjugatedChemistry,3,R6R7R8,醫環618,俞鐘山,,5,,醫環系111M選修,,英,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,生醫耦合化學 Bioconjugated Chemistry,"俞鐘山 YU, CHUNG-SHAN",5,3.89,0.07,87.2,3.71
11110BMES544300,穿戴式生醫電子裝置設計,DesignofWearableBiomedicalElectronicDevice,3,M2M3M4,醫環618,王廷瑋,,9,,醫環系111M選修,,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,穿戴式生醫電子裝置設計 Design of Wearable Biomedical Electronic Device,"王廷瑋 WANG, TING-WEI",9,4.11,0.07,93.33,3.65
11110BMES544500,醫學成像器材研發,DevelopmentofMedicalImagingInstruments,3,M5M6M7,醫環419,林曉均,,7,本課程為16週課程,醫環系111M選修,,英,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,(跨領域)醫學物理學分學程,醫學成像器材研發 Development of Medical Imaging Instruments,"林曉均 Lin, Hsiao Chun",7,4.09,0.21,,
11110BMES545300,神經科學研究方法,Neuroscienceresearchmethods,2,R5R6,醫環418,朱麗安,14,9,,醫環系111M選修,,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,神經科學研究方法 Neuroscience research methods,"朱麗安 CHU, LI-AN",9,4.16,0.04,95.11,2.42
11110BMES545500,精準醫學暨臨床應用,Clinicalapplicationsofprecisionmedicine,2,T3T4,醫環501,楊晶安,,7,,醫環系111M選修,,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,,精準醫學暨臨床應用 Clinical applications of precision medicine,"楊晶安 YANG, CHIN-AN",7,4.01,0.05,89.43,2.5
11110BMES546300,生醫影像處理,BiomedicalImageProcessing,3,W2W3W4,醫環301,許靖涵,,42,,"醫環系111M選修,核工所111D選修,核工所111M選修",,英,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,(跨領域)人工智慧與應用進階學分學程/(跨領域)人工智慧與應用基礎學分學程/(跨領域)醫學科技學分學程/(跨領域)神經科學學分學程,生醫影像處理 Biomedical Image Processing,"許靖涵 HSU, CHING-HAN",42,3.62,0.22,83,11.48
11110BMES546700,核磁共振影像原理及應用,MagneticResonanceImagingPrinciplesandApplications,3,R2R3R4,醫環501,彭旭霞,,3,,醫環系111M選修,,中,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,(跨領域)醫學物理學分學程,核磁共振影像原理及應用 Magnetic Resonance Imaging Principles and Applications,"彭旭霞 PENG, HSU-HSIA",3,4.01,0.07,89.67,3.68
11110BMES548500,超音波與光學：生醫技術與應用,UltrasoundandOptics:BiomedicalImagingTechniquesandapplications,3,T5T6T7,醫環419,林曉均,,10,,醫環系111M選修,,英,,,BMES,生醫工程與環境科學系,原子科學院,5,研究所,11110,,(跨領域)醫學物理學分學程,超音波與光學：生醫技術與應用 Ultrasound and Optics : Biomedical Imaging Techniques and applications,"林曉均 Lin, Hsiao Chun",10,3.97,0.12,88.6,6.25
11110BMES610200,論文研究,Thesis,0,,,指導教授,,77,限醫環系碩二以上同學，Selectableaftersuccessfullycompletingfirstyear'scoursework,醫環系111M必修,,中,,,BMES,生醫工程與環境科學系,原子科學院,6,研究所,11110,,,,,,,,,
11110BMES611101,書報討論(二)-分子生醫工程與材料,Seminar(II)：MolecularBiomedicalEngineeringandMaterials,1,W6,醫環101,莊淳宇,,21,限醫環系碩二甲(分子生醫工程與材料組)限醫環系碩士班2年級3年級4年級,醫環系111M必修,,中,,,BMES,生醫工程與環境科學系,原子科學院,6,研究所,11110,,,書報討論(二)-分子生醫工程與材料 Seminar(II)：Molecular Biomedical Engineering and Materials,"莊淳宇 CHUANG, CHUN-YU",21,4.02,0.05,89.81,2.5
11110BMES611103,書報討論(二)-生醫影像工程,Seminar(II)：BiomedicalImagingEngineering,1,W6,醫環401,朱麗安,,14,限醫環系碩二乙(醫學物理與工程組)限醫環系碩士班2年級3年級4年級,醫環系111M必修,,中,,,BMES,生醫工程與環境科學系,原子科學院,6,研究所,11110,,,書報討論(二)-生醫影像工程 Seminar(II)：Biomedical Imaging Engineering,"朱麗安 CHU, LI-AN",14,4.04,0.02,90.71,1.03
11110BMES711100,專題書報討論,Seminar,1,W6,醫環618,劉耕谷,,21,限醫環系博班各組(博班必修),"醫環系111D必修,醫環系111DA必修,醫環系111DB必修",,英,,,BMES,生醫工程與環境科學系,原子科學院,7,研究所,11110,,,專題書報討論 Seminar,"劉耕谷 LIU, KENG-KU",21,4.14,0.7,,
11110BMES712100,博士班專題研究一,PhDGraduateResearch(I),1,,,指導教授,,12,,"醫環系111D必修,醫環系111DA必修,醫環系111DB必修",,英,,,BMES,生醫工程與環境科學系,原子科學院,7,研究所,11110,,,博士班專題研究一 PhD Graduate Research (I),指導教授,12,4.1,0.22,,
11110BMES810100,論文研究,Thesis,0,,,指導教授,,45,限醫環系博二以上同學，Selectableaftersuccessfullycompletingfirstyear'scoursework,"醫環系111D必修,醫環系111DA必修,醫環系111DB必修",,中,,,BMES,生醫工程與環境科學系,原子科學院,8,研究所,11110,,,,,,,,,
11110CHE116000,化學工程導論,IntroductiontoChemicalEngineering,1,W9,化工B18,蔡德豪,67,71,授課教師：系主任,化工系111B必修,,中,,,CHE,化學工程學系,工學院,1,大學部,11110,,,化學工程導論 Introduction to Chemical Engineering,"蔡德豪 TSAI, DE-HAO",71,3.82,0.07,86.03,3.78
11110CHE211001,工程數學一,EngineeringMathematicsI,3,T3T4R3,化工209,呂世源,35,34,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系110B必修,,中,,,CHE,化學工程學系,工學院,2,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,工程數學一 Engineering Mathematics I,"呂世源 LU, SHIH-YUAN",34,3.4,0.34,80.32,17.36
11110CHE211002,工程數學一,EngineeringMathematicsI,3,T3T4R3,化工210,潘詠庭,35,35,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系110B必修,,英,,,CHE,化學工程學系,工學院,2,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,工程數學一 Engineering Mathematics I,"潘詠庭 PAN, YUNG-TIN",35,3.34,0.27,79.54,13.81
11110CHE241001,物理化學一,PhysicalChemistry(I),3,M3M4W1W2,化工211,段興宇,30,26,本課上150分鐘，其餘時間由教授視情形彈性運用。,化工系110B必修,,中,,,CHE,化學工程學系,工學院,2,大學部,11110,環境科技學程(第二專長),,物理化學一 Physical Chemistry (I),"段興宇 TUAN, HSING-YU",26,3.15,0.41,77.58,20.72
11110CHE241002,物理化學一,PhysicalChemistry(I),3,M3M4W1W2,化工212,王潔,30,33,本課上150分鐘，其餘時間由教授視情形彈性運用。,化工系110B必修,,英,,,CHE,化學工程學系,工學院,2,大學部,11110,環境科技學程(第二專長),,物理化學一 Physical Chemistry (I),"王潔 WANG, JANE",33,3.65,0.16,83.39,8.09
11110CHE301000,能源科技與環境概論,IntroductiontoEnergyTechnologyandEnvironment,2,T7T8,化工B18,段興宇,67,47,,化工系109B選修,,中,,,CHE,化學工程學系,工學院,3,大學部,11110,,(跨領域)先進能源研究生學分學程,能源科技與環境概論 Introduction to Energy Technology and Environment,"段興宇 TUAN, HSING-YU",47,3.97,0.28,88.62,14.45
11110CHE303001,化工熱力學,ChemicalEngineeringThermodynamics,3,T3T4R4,化工211,陳信文,35,37,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系109B必修,,英,,,CHE,化學工程學系,工學院,3,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,化工熱力學 Chemical Engineering Thermodynamics,"陳信文 CHEN, SINN-WEN",37,2.76,0.45,72.86,22.89
11110CHE303002,化工熱力學,ChemicalEngineeringThermodynamics,3,T3T4R4,化工212,何榮銘,35,39,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系109B必修,,中,,,CHE,化學工程學系,工學院,3,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,化工熱力學 Chemical Engineering Thermodynamics,"何榮銘 HO, RONG-MING",39,3.21,0.32,78.15,16.43
11110CHE307001,化學反應工程,ChemicalReactionEngineering,3,W3W4F4,化工209,胡啟章,35,36,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系109B必修,,中,,,CHE,化學工程學系,工學院,3,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,化學反應工程 Chemical Reaction Engineering,"胡啟章 HU, CHI-CHANG",36,3.58,1.07,,
11110CHE307002,化學反應工程,ChemicalReactionEngineering,3,W3W4F4,化工210,楊東翰,35,34,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系109B必修,,英,,,CHE,化學工程學系,工學院,3,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,化學反應工程 Chemical Reaction Engineering,"楊東翰 YANG, TUNG-HAN",34,3.7,0.38,84.09,19.34
11110CHE309001,儀器分析及實驗一,InstrumentalAnalysisandLab.(I),3,W6W7W8W9,化工202,堀江正樹,30,30,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系109B必修,,英,,,CHE,化學工程學系,工學院,3,大學部,11110,,(跨領域)生物產業技術學分學程,儀器分析及實驗一 Instrumental Analysis and Lab.(I),堀江正樹 MASAKI HORIE,30,3.53,0.17,81.97,8.92
11110CHE309002,儀器分析及實驗一,InstrumentalAnalysisandLab.(I),3,R6R7R8R9,化工202,劉英麟,30,30,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系109B必修,,中,,,CHE,化學工程學系,工學院,3,大學部,11110,,(跨領域)生物產業技術學分學程,儀器分析及實驗一 Instrumental Analysis and Lab.(I),"劉英麟 LIU, YING-LING",30,3.4,0.23,80.33,11.84
11110CHE352001,輸送現象及單元操作一,TransportPhenomenaandUnitOperations(I),3,M3M4W1W2,化工209,黃振煌,35,35,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系109B必修,,英,,,CHE,化學工程學系,工學院,3,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,輸送現象及單元操作一 Transport Phenomena and Unit Operations(I),"黃振煌 HUANG, JEN-HUANG",35,3.21,0.17,78.17,8.88
11110CHE352002,輸送現象及單元操作一,TransportPhenomenaandUnitOperations(I),3,M3M4W1W2,化工210,陳信龍,35,35,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系109B必修,,中,,,CHE,化學工程學系,工學院,3,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,輸送現象及單元操作一 Transport Phenomena and Unit Operations(I),"陳信龍 CHEN, HSIN-LUNG",35,3.34,0.19,79.51,9.8
11110CHE412000,材料科學,MaterialsScience,3,T1T2R1R2,化工210,陳信文,,13,本課程上150分鐘，其餘時間由教授彈性運用,化工系108B選修,,英,,,CHE,化學工程學系,工學院,4,大學部,11110,,,材料科學 Materials Science,"陳信文 CHEN, SINN-WEN",13,3.71,0.86,,
11110CHE415001,程序設計,ProcessDesign,3,F7F8F9,化工209,汪上曉,30,33,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系108B必修,,中,,,CHE,化學工程學系,工學院,4,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,程序設計 Process Design,"汪上曉 WONG, SHANG-HSIAO",33,3.78,0.17,85.48,8.53
11110CHE415002,程序設計,ProcessDesign,3,F7F8F9,化工210,林育正,30,32,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,化工系108B必修,,英,,,CHE,化學工程學系,工學院,4,大學部,11110,"化學工程(第二專長),化學工程(第一專長)",,程序設計 Process Design,林育正 YU-JENG LIN,32,3.77,0.06,85.31,3.19
11110CHE421001,單元操作實驗,UnitOperationLaboratory,2,T6T7T8T9,化工211,蔡德豪,30,32,演習課R6789，教室R216。,化工系108B必修,,中,,,CHE,化學工程學系,工學院,4,大學部,11110,化學工程(第一專長),,單元操作實驗 Unit Operation Laboratory,"蔡德豪 TSAI, DE-HAO",32,3.89,0.02,87.31,1.31
11110CHE421002,單元操作實驗,UnitOperationLaboratory,2,R6R7R8R9,化工212,潘詠庭,30,29,演習T6789，教室R216,化工系108B必修,,中,,,CHE,化學工程學系,工學院,4,大學部,11110,化學工程(第一專長),,單元操作實驗 Unit Operation Laboratory,"潘詠庭 PAN, YUNG-TIN",29,3.9,0.05,87.45,2.57
11110CHE455200,生物技術概論,IntroductiontoBiotechnology,3,M2R1R2,化工B18,胡育誠,,87,,化工系109B必修,,英,,,CHE,化學工程學系,工學院,4,大學部,11110,,(跨領域)生物產業技術學分學程/(跨領域)生物科技管理學分學程,生物技術概論 Introduction to Biotechnology,"胡育誠 HU, YU-CHEN",87,3.71,0.25,84.24,12.95
11110CHE485000,半導體材料與製造技術,SemiconductorMaterialsandManufacturingTechnology,3,M6M7M8,化工212,謝昌志,,33,,化工系108B選修,,中,,,CHE,化學工程學系,工學院,4,大學部,11110,,,半導體材料與製造技術 Semiconductor Materials and Manufacturing Technology,"謝昌志 HSIEH,CHANG-JYH",33,3.7,0.2,84.12,10.11
11110CHE495000,專題研究一,Researchonspecialtopics,1,,,指導教授,,4,專題研究限大三下以後才可選修，第一次選專題研究一，指導教授限本系專任/合聘教授。,化工系108B選修,,中,,,CHE,化學工程學系,工學院,4,大學部,11110,,,專題研究一 Research on special topics,指導教授,4,4.15,0.26,,
11110CHE496000,專題研究二,UndergraduateResearch(II),1,,,指導教授,,28,專題研究限大三下以後才可選修，第一次選專題研究一，指導教授限本系專任/合聘教授。,化工系108B選修,,中,,,CHE,化學工程學系,工學院,4,大學部,11110,,,專題研究二 Research on special topics(Ⅱ),指導教授,28,4.26,0.11,,
11110CHE500100,分子工程一,MolecularEngineering(I),3,M7M8M9,化工211,周鶴修,,24,分工學程必修，開放其他系所選修。,"化工系111M選修,半導體學院111D選修,半導體學院111M選修",,英,,,CHE,化學工程學系,工學院,5,研究所,11110,,(跨領域)奈米科技學分學程,分子工程一 Molecular Engineering (I),"周鶴修 CHOU, HO-HSIU",24,3.91,0.4,,
11110CHE501000,高等化工熱力學,AdvancedChem.EngineeringThermodynamics,3,R5R6R7,化工220,林昆翰,,9,,化工系111M選修,,英,,,CHE,化學工程學系,工學院,5,研究所,11110,,(跨領域)先進能源研究生學分學程,高等化工熱力學 Advanced Chem. Engineering Thermodynamics,"林昆翰 LIN, KUN-HAN",9,3.96,0.29,,
11110CHE503000,高等化學反應工程,AdvancedChemicalReactionEngineering,3,R2R3R4,化工202,衛子健,40,45,,化工系111M選修,,英,,,CHE,化學工程學系,工學院,5,研究所,11110,,(跨領域)先進能源研究生學分學程,高等化學反應工程 Advanced Chemical Reaction Engineering,"衛子健 WEI, TZU-CHIEN",45,3.89,0.14,87.31,7.22
